name	    		E._Honda
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp401.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp402.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp403.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp404.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	193 96	80 		90 		4 			1 		1 		0 			35			15
	dropv	0.5 4
	frame      data/chars/honda/frsp405.gif
	attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	frame      data/chars/honda/frsp203.gif


	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0 		0
	 delay      2
	
	move	7
	frame      data/chars/honda/frsp204.gif
	frame      data/chars/honda/frsp204.gif
	move	6
	frame      data/chars/honda/frsp204.gif
	frame      data/chars/honda/frsp204.gif
	move	5
	frame      data/chars/honda/frsp205.gif
	frame      data/chars/honda/frsp205.gif
	move	4
	frame      data/chars/honda/frsp205.gif
	frame      data/chars/honda/frsp205.gif
	move	3
	frame      data/chars/honda/frsp206.gif
	frame      data/chars/honda/frsp206.gif
	move	2
	frame      data/chars/honda/frsp206.gif
	frame      data/chars/honda/frsp206.gif
	move	1
	frame      data/chars/honda/frsp207.gif
	frame      data/chars/honda/frsp207.gif
	move	0
	frame      data/chars/honda/frsp207.gif
	frame      data/chars/honda/frsp207.gif
	move	0
 	 delay      12
	frame      data/chars/honda/frsp208.gif





