name				wraith2
	frame	data/chars/wraith/idle00.gif
	frame	data/chars/wraith/idle00.gif
	delay   70
	frame	data/chars/wraith/idle00.gif
	delay	10
	frame	data/chars/wraith/idle00.gif
	delay	8
	frame	data/chars/wraith/idle00.gif


anim death8
	shadowcoords 218 198
	jumpframe	0 2 0
	landframe	56
	loop	0
	 offset     225 198
	delay	2
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif

	delay		5
	sound   data/sounds/burn01.wav
	frame	data/chars/wraith/death01.gif
	frame	data/chars/wraith/death02.gif
	frame	data/chars/wraith/death03.gif
	frame	data/chars/wraith/death04.gif
	frame	data/chars/wraith/death05.gif
	frame	data/chars/wraith/death06.gif
	frame	data/chars/wraith/death07.gif
	frame	data/chars/wraith/death08.gif

	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
	

#----------------------------------------HOLD PERSON ATTACK----------------------------------------;







