name	Broly
	frame	data/chars/Broly_SSB/90.gif
	offset	25 77
	frame	data/chars/Broly_SSB/91.gif
	offset	26 103
	frame	data/chars/Broly_SSB/92.gif
	offset	26 87
	frame	data/chars/Broly_SSB/93.gif
	offset	26 87
	frame	data/chars/Broly_SSB/94.gif
	offset	25 87
	frame	data/chars/Broly_SSB/95.gif
	offset	29 72
	frame	data/chars/Broly_SSB/96.gif
	offset	36 109
	frame	data/chars/Broly_SSB/97.gif
	offset	33 100
	frame	data/chars/Broly_SSB/98.gif
		
anim	uppercut
	delay	7
	offset	37 58
	frame	data/chars/Broly_SSB/99.gif
	offset	33 59
	frame	data/chars/Broly_SSB/100.gif
	offset	28 73
	frame	data/chars/Broly_SSB/101.gif
	offset	21 101
	frame	data/chars/Broly_SSB/102.gif
	offset	31 89
	frame	data/chars/Broly_SSB/103.gif
		
anim	throw 2
	delay	7
	offset	26 68
	frame	data/chars/Broly_SSB/104.gif
	offset	25 73
	frame	data/chars/Broly_SSB/105.gif
	offset	23 82
	frame	data/chars/Broly_SSB/106.gif
	offset	24 73
	frame	data/chars/Broly_SSB/107.gif
	offset	44 111
	frame	data/chars/Broly_SSB/108.gif
	offset	43 99
	frame	data/chars/Broly_SSB/109.gif
	offset	44 97
	frame	data/chars/Broly_SSB/110.gif
	offset	35 53
	frame	data/chars/Broly_SSB/111.gif
	offset	35 57
	frame	data/chars/Broly_SSB/112.gif
		
anim	attack 6
	delay	7
	offset	40 83
	frame	data/chars/Broly_SSB/113.gif
	offset	33 80
	frame	data/chars/Broly_SSB/114.gif
	offset	32 68
	frame	data/chars/Broly_SSB/115.gif
	offset	29 68
	frame	data/chars/Broly_SSB/116.gif
	offset	29 73
	frame	data/chars/Broly_SSB/117.gif
	offset	37 58
	frame	data/chars/Broly_SSB/118.gif
	offset	47 58
	frame	data/chars/Broly_SSB/119.gif
	offset	55 83
	frame	data/chars/Broly_SSB/120.gif
	offset	37 78
	frame	data/chars/Broly_SSB/121.gif
	offset	40 78
	frame	data/chars/Broly_SSB/122.gif
		
anim	attack 7
	delay	7
		
	frame	data/chars/Broly_SSB/123.gif
	offset	35 84
	frame	data/chars/Broly_SSB/124.gif
	offset	35 84
	frame	data/chars/Broly_SSB/125.gif
	offset	32 85
	frame	data/chars/Broly_SSB/126.gif
	offset	26 84
	frame	data/chars/Broly_SSB/127.gif
	offset	32 85
	frame	data/chars/Broly_SSB/128.gif
	offset	37 88
	frame	data/chars/Broly_SSB/129.gif
	offset	37 58
	frame	data/chars/Broly_SSB/130.gif
	offset	33 59
	frame	data/chars/Broly_SSB/131.gif
	offset	28 73
	frame	data/chars/Broly_SSB/132.gif
	offset	38 87
	frame	data/chars/Broly_SSB/133.gif
	offset	38 87
	frame	data/chars/Broly_SSB/134.gif
	offset	26 56
	frame	data/chars/Broly_SSB/135.gif
	offset	49 69
	frame	data/chars/Broly_SSB/136.gif
		
anim	charge
	bbox	1 93 56 -92
	delay	7
	offset	29 89
	frame	data/chars/Broly_SSB/7.gif
	bbox	1 94 56 -92
	offset	29 89
	frame	data/chars/Broly_SSB/9.gif
	bbox	57 1 -56 93
	offset	28 89
	frame	data/chars/Broly_SSB/7.gif
	bbox	1 94 56 -92
	offset	29 89
	frame	data/chars/Broly_SSB/9.gif
	bbox	0 93 57 -92
	offset	29 89
	frame	data/chars/Broly_SSB/7.gif
	bbox	1 94 56 -92
	offset	29 89
	frame	data/chars/Broly_SSB/9.gif
	bbox	1 93 56 -90
	offset	29 89
	frame	data/chars/Broly_SSB/7.gif
		
anim	pain
	delay	7
	offset	27 77
	frame	data/chars/Broly_SSB/216.gif
	offset	26 84
	frame	data/chars/Broly_SSB/217.gif
	offset	26 84
	frame	data/chars/Broly_SSB/218.gif
		
anim	pain5001
	delay	7
	offset	27 42
	frame	data/chars/Broly_SSB/219.gif
	offset	27 46
	frame	data/chars/Broly_SSB/220.gif
	offset	27 46
	frame	data/chars/Broly_SSB/221.gif
		
anim	pain5002
	delay	7
	offset	33 18
	frame	data/chars/Broly_SSB/222.gif
	offset	16 19
	frame	data/chars/Broly_SSB/223.gif
	offset	16 19
	frame	data/chars/Broly_SSB/224.gif
		
anim	pain5010
	delay	7
	offset	27 77
	frame	data/chars/Broly_SSB/225.gif
	offset	27 77
	frame	data/chars/Broly_SSB/226.gif
	offset	27 77
	frame	data/chars/Broly_SSB/227.gif
		
anim	pain5011
	delay	7
	offset	27 42
	frame	data/chars/Broly_SSB/228.gif
	offset	27 42
	frame	data/chars/Broly_SSB/229.gif
	offset	27 42
	frame	data/chars/Broly_SSB/230.gif
		
anim	pain5012
	delay	7
	offset	33 18
	frame	data/chars/Broly_SSB/231.gif
	offset	33 18
	frame	data/chars/Broly_SSB/232.gif
	offset	33 18
	frame	data/chars/Broly_SSB/233.gif
		
anim	pain5020
	delay	7
	offset	27 77
	frame	data/chars/Broly_SSB/234.gif
	offset	27 77
	frame	data/chars/Broly_SSB/235.gif
	offset	27 77
	frame	data/chars/Broly_SSB/236.gif
		
anim	rise
	delay	7
	offset	34 51
	frame	data/chars/Broly_SSB/279.gif
	offset	34 55
	frame	data/chars/Broly_SSB/280.gif
		
anim	run
	bbox	1 85 58 -83
	delay	7
	offset	23 79
	frame	data/chars/Broly_SSB/25.gif
	bbox	93 2 -93 67
	offset	44 69
	frame	data/chars/Broly_SSB/26.gif
		
anim	spawn
	delay	7
	offset	17 70
	frame	data/chars/Broly_SSB/36.gif
	offset	18 71
	frame	data/chars/Broly_SSB/37.gif
	offset	25 74
	frame	data/chars/Broly_SSB/38.gif
	offset	29 74
	frame	data/chars/Broly_SSB/39.gif
	offset	26 73
	frame	data/chars/Broly_SSB/40.gif
	offset	23 75
	frame	data/chars/Broly_SSB/41.gif
	offset	20 73
	frame	data/chars/Broly_SSB/42.gif
	offset	25 68
	frame	data/chars/Broly_SSB/43.gif
	offset	24 68
	frame	data/chars/Broly_SSB/44.gif
	offset	26 68
	frame	data/chars/Broly_SSB/45.gif
	offset	27 86
	frame	data/chars/Broly_SSB/46.gif
	offset	26 86
	frame	data/chars/Broly_SSB/47.gif
	offset	31 88
	frame	data/chars/Broly_SSB/48.gif
	offset	32 89
	frame	data/chars/Broly_SSB/49.gif
	offset	32 89
	frame	data/chars/Broly_SSB/50.gif
	offset	37 88
	frame	data/chars/Broly_SSB/51.gif
	offset	29 85
	frame	data/chars/Broly_SSB/52.gif
	offset	29 84
	frame	data/chars/Broly_SSB/53.gif
	offset	26 92
	frame	data/chars/Broly_SSB/54.gif
	offset	26 92
	frame	data/chars/Broly_SSB/55.gif
	bbox	0 95 53 -95
	offset	25 94
	frame	data/chars/Broly_SSB/56.gif
		
anim	turn
	delay	7
	offset	27 89
	frame	data/chars/Broly_SSB/10.gif
		
anim	walk
	bbox	1 95 37 -93
	delay	7
	offset	22 90
	frame	data/chars/Broly_SSB/14.gif
	bbox	1 95 31 -94
	offset	17 92
	frame	data/chars/Broly_SSB/15.gif
	bbox	1 93 38 -92
	offset	21 92
	frame	data/chars/Broly_SSB/16.gif
	bbox	1 94 45 -92
	offset	25 90
	frame	data/chars/Broly_SSB/17.gif
	bbox	1 96 34 -95
	offset	18 92
	frame	data/chars/Broly_SSB/18.gif
	bbox	0 1 32 96
	offset	17 91
	frame	data/chars/Broly_SSB/19.gif
		
#|edited by openBor Stats v 0.67
		
