name	    		Guy
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 -10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 130 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp407.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 110 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp408.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 120 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp402.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 -10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 130 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp404.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 110 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp405.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 120 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp406.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 -10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 130 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp407.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 10
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack2  	240 110 41 		9 		1 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp408.gif
	 attack2  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

@cmd projectile 1 "hassou" 0 0 0
	 delay      8
#	 sound   	data/chars/guy/guy02.wav
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 120 41 		9 		29 			0 		1 		0 			5			25
	dropv	0.5 0
       frame      data/chars/guy/frsp402.gif
	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      2
       frame      data/chars/guy/frsp403.gif

	 
	 sound   	data/chars/guy/guy04.wav
	 delay      2
     frame      data/chars/guy/frsp101.gif
 	 sound   	data/sounds/blast01.wav
 	 delay      8
	 frame      data/chars/guy/frsp102.gif
	 bbox		0 0 0 0
@cmd projectile 1 "dust02" 0 0 0
@cmd projectile 1 "gokusa" 0 0 0
	 delay      135
	 frame      data/chars/guy/frsp103.gif

	 bbox		226 102 23 76
	 delay      6
       frame      data/chars/guy/a301.gif

	   
	   
	   
	   






