name				manti
	spawnframe	0 0 0 0 0
	jumpframe	0 0.5 0
	landframe	12
	loop	0
	offset     225 198
	bbox		212 143 30 55


	delay   2
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     228 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	frame	data/chars/manti/pain101.gif
	offset     222 198
	frame	data/chars/manti/pain101.gif
	offset     225 198
	delay   999
	frame	data/chars/manti/pain101.gif
	
	delay   210
	frame	data/chars/manti/pain101.gif

anim rise8
	shadowcoords 193 200
	loop	0
	 offset     225 198
	bbox		212 143 30 55
	delay   260
	frame	data/chars/manti/pain101.gif
	bbox		0 0 0 0
	delay   5
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	delay   70
	frame	data/chars/manti/rise00.gif
	delay	10
	frame	data/chars/manti/rise01.gif
	delay	8
	frame	data/chars/manti/rise02.gif
	frame	data/chars/manti/rise03.gif
	frame	data/chars/manti/guard00.gif


anim death8
	shadowcoords 193 200
	loop	0
	offset     225 198
	delay   260
	frame	data/chars/manti/pain101.gif
	delay   5
	frame	data/chars/manti/fall01.gif
	frame	data/chars/manti/fall02.gif
	frame	data/chars/manti/rise00.gif

#----------------------------------------HOLD PERSON ATTACK----------------------------------------;







